"However , I do have feelings. ( Minoli ) Do you think that Berlusconi is the Freedom Alliance 's candidate for the post of prime ? ( Fini ) We must let the electors decide .",Berlusconi,candidate for,Freedom Alliance
"The bungled attempt took place March 27 in the office of Miss Bickel 's former employer , Tempe plastic surgeon Richard Pavese .",Richard Pavese,work for,Tempe
"Health and Human Services Inspector Richard P. Kusserow said that because the start and end of some benefits is determined by ` ` age attainment , ' ' the old-fashioned definition skews who gets what when.",Richard P. Kusserow,work for,Health and Human Services
"Derwinski was the ranking Republican on the the House Foreign Affairs subcommittee on international relations , which had secretly been in touch with Sohn and planned to have him testify about the KCIA 's involvement in Koreagate , the Times said .",Derwinski,work for,House Foreign Affairs subcommittee
"The workers ' organization also voiced its support for Andres Vega Cedeno , also known as "" Domplin , "" a radio commentator who is running for mayor of Panama City ; and recommended that "" the workers also vote for Felipe Cano , who is running for mayor of San Miguelito . """,Andres Vega Cedeno,running for mayor of,Panama City
"The workers ' organization also voiced its support for Andres Vega Cedeno , also known as "" Domplin , "" a radio commentator who is running for mayor of Panama City ; and recommended that "" the workers also vote for Felipe Cano , who is running for mayor of San Miguelito . """,Felipe Cano,running for mayor of,San Miguelito
"Thelma Ann Miller , 23 ; and Toby Miller , 15 , drowned Monday about 1 -LCB- miles northeast of Pinedale in rural western New Mexico , said Alex Ashley , a deputy state medical investigator.",Pinedale,located in,New Mexico
"Almost 23 years ago , it was Barry who jumped out of the crowd at the Ambassador Hotel in Los Angeles when Sen. Robert F. Kennedy was shot and tackled Kennedy 's assassin , Sirhan Sirhan .",Sirhan Sirhan,assassin of,Sen. Robert F. Kennedy
"Almost 23 years ago , it was Barry who jumped out of the crowd at the Ambassador Hotel in Los Angeles when Sen. Robert F. Kennedy was shot and tackled Kennedy 's assassin , Sirhan Sirhan .",Sirhan Sirhan,assassin of,Kennedy
94AS0286D Madras THE HINDU in English 7 May 94 p 13,THE HINDU,organization based in,Madras
"A rally of several thousand Solidarity supporters was held Tuesday at the Lenin Shipyard in Gdansk , where Walesa works .",Lenin Shipyard,located in,Gdansk
"A rally of several thousand Solidarity supporters was held Tuesday at the Lenin Shipyard in Gdansk , where Walesa works .",Walesa,work for,Solidarity
"Flooding from heavy rain closed a portion of Highway 50 between Salida and Gunnison , Colorado .",Salida,none,Colorado
"Flooding from heavy rain closed a portion of Highway 50 between Salida and Gunnison , Colorado .",Gunnison,none,Colorado
"Sanders , 45 , was found guilty of engineering the scheme in which Daniel Dewey , another former CBOT trader , donned a wig and used stolen trader badges and jackets to gain access to a restricted area in proximity to the Treasury bond trading pit .",Sanders,former trader at,CBOT
"Sanders , 45 , was found guilty of engineering the scheme in which Daniel Dewey , another former CBOT trader , donned a wig and used stolen trader badges and jackets to gain access to a restricted area in proximity to the Treasury bond trading pit .",Daniel Dewey,work for,CBOT
"Anderson , the longest-held hostage , is Middle East correspondent for The Associated Press.",Anderson,work for,Associated Press.
"` ` I don 't think anyone thought things would collapse so quickly , ' ' said Angel Pena , an economist with the Mediterranean Foundation research group.",Angel Pena,work for,Mediterranean Foundation
"The Massachusetts Department of Public Health has adopted new regulations on the disposal of infectious waste that take effect next week , but like the federal rules , they don 't apply to household waste , said the department 's Al Comproni.",Al Comproni.,work for,Massachusetts Department of Public Health
"Also on Thursday , Knight-Ridder announced that it has named Larry Jinks publisher of the San Jose Mercury News , succeeding William A. Ott , who will be the newspaper 's chairman .",Larry Jinks,work for,Knight-Ridder
"Also on Thursday , Knight-Ridder announced that it has named Larry Jinks publisher of the San Jose Mercury News , succeeding William A. Ott , who will be the newspaper 's chairman .",Larry Jinks,work for,San Jose Mercury News
"Also on Thursday , Knight-Ridder announced that it has named Larry Jinks publisher of the San Jose Mercury News , succeeding William A. Ott , who will be the newspaper 's chairman .",William A. Ott,work for,Knight-Ridder
"Also on Thursday , Knight-Ridder announced that it has named Larry Jinks publisher of the San Jose Mercury News , succeeding William A. Ott , who will be the newspaper 's chairman .",William A. Ott,work for,San Jose Mercury News
"Foreign Prasong Sunsiri , reaffirming Thailand 's support of the non-nuclear proliferation treaty , said he hoped North and South Korea would be able to reach an accord on the issue through their talks .",Prasong Sunsiri,work for,Thailand
"Reith Chuol , governor of the Upper Nile region , told reporters there were unconfirmed reports of 15 people dying there every day .",Reith Chuol,governor of,Upper Nile region
"Kravchuk won over 60 percent of the votes and Chornovil , nearly 28 percent in Ukraine 's first presidential elections in December 1991 .",Kravchuk,won presidential election in,Ukraine
"Kravchuk won over 60 percent of the votes and Chornovil , nearly 28 percent in Ukraine 's first presidential elections in December 1991 .",Chornovil,candidate in,Ukraine
"In 1830 , poet Emily Dickinson was born in Amherst , Mass .",Chornovil,candidate in,Ukraine
"The twin-engine plane took off from Dayton International Airport and crashed at 4 : 45 a.m. in a heavily wooded area about a half-mile away , said James Francis , acting aviation director for Dayton .",Dayton International Airport,none,Dayton
"The twin-engine plane took off from Dayton International Airport and crashed at 4 : 45 a.m. in a heavily wooded area about a half-mile away , said James Francis , acting aviation director for Dayton .",Dayton,organization based in,Dayton International Airport
"` ` We were there six days unsupported , ' ' said society co-leader Richard Taylor , an Atlanta architect.",Richard Taylor,work for,Atlanta
"He was a founder of the Democratic Socialists of America , serving as national chair and co-chair from 1982 until his death.",Democratic Socialists,organization based in,America
"London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY",THE SUNDAY TIMES,organization based in,London
"Born poor in Greenville , S.C. , 46 years ago , Jesse Jackson has capitalized on his role as the nation 's most prominent black leader to maintain a comfortable lifestyle and accumulate sizable wealth _ all without holding elected office or drawing a regular paycheck .",Jesse Jackson,born in,"Greenville , S.C."
Brazil : Brazilian Space Program Summarized 94WS0145A Sao Paulo GAZETA MERCANTIL in Portuguese 27-29 Nov 93 p 5,GAZETA MERCANTIL,organization based in,Sao Paulo
"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years.",Las Vegas,located in,Nev.
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .",Mark David Chapman,kill,John Lennon
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .",Umbria,part of,Italy
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .",Lazio,located in,Italy
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .",Campania,part of,Italy
"Warner , who now lives in Ocala , Fla. , and filed the petition in U.S. Bankruptcy Court in Jacksonville , Fla. , sought protection from creditors seeking more than $4 billion from him.",Warner,live in,Ocala
"Warner , who now lives in Ocala , Fla. , and filed the petition in U.S. Bankruptcy Court in Jacksonville , Fla. , sought protection from creditors seeking more than $4 billion from him.",Warner,live in,Fla.
"Warner , who now lives in Ocala , Fla. , and filed the petition in U.S. Bankruptcy Court in Jacksonville , Fla. , sought protection from creditors seeking more than $4 billion from him.",Ocala,live in,Fla.
"Warner , who now lives in Ocala , Fla. , and filed the petition in U.S. Bankruptcy Court in Jacksonville , Fla. , sought protection from creditors seeking more than $4 billion from him.",U.S. Bankruptcy Court,located in,Jacksonville
